Module	Titre	Node URL	PDF URL	Date
Psychiatrie	Item 348 : Risque et conduite suicidaire	https://www.s-ecn.com/node/21537	https://www.s-ecn.com/sites/default/files/ITEM%20348%20-%20SUICIDE_V2.pdf	2020-10-29
Psychiatrie R2C	ITEM-R2C 015 - SOINS PSYCHIATRIQUES SANS CONSENTEMENT	https://www.s-ecn.com/node/26127	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2015%20-%20SOINS%20PSYCHIATRIQUES%20SANS%20CONSENTEMENT_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 058 - SEXUALITE NORMALE ET SES TROUBLES	https://www.s-ecn.com/node/26542	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2058%20-%20SEXUALITE%20NORMALE%20ET%20SES%20TROUBLES2-2_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 060 - FACTEURS DE RISQUE, PREVENTION, DEPISTAGE DES TROUBLES PSYCHIQUES	https://www.s-ecn.com/node/26543	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2060%20-%20FACTEURS%20DE%20RISQUE%2C%20PREVENTION%2C%20DEPISTAGE%20DES%20TROUBLES%20PSYCHIQUES-1_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 061 - CLASSIFICATION DES TROUBLES MENTAUX	https://www.s-ecn.com/node/26544	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2061%20-%20CLASSIFICATION%20DES%20TROUBLES%20MENTAUX_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 062 - OFFRE DE SOINS EN PSYCHIATRIE	https://www.s-ecn.com/node/26729	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2062%20-%20OFFRE%20DE%20SOINS%20EN%20PSYCHIATRIE_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 063 - TROUBLE SCHIZOPHRÉNIQUE	https://www.s-ecn.com/node/26730	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2063%20-%20TROUBLE%20SCHIZOPHRE%E2%95%A0u%CC%88NIQUE.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 064 - TROUBLE BIPOLAIRE	https://www.s-ecn.com/node/26545	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2064%20-%20TROUBLE%20BIPOLAIRE_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 065 - TROUBLE DELIRANT PERSISTANT	https://www.s-ecn.com/node/26125	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20065%20-%20TROUBLE%20D%C3%89LIRANT%20PERSISTANT.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 066 - ÉPISODE DÉPRESSIF CARACTÉRISE ET TROUBLE DÉPRESSIF RÉCURRENT	https://www.s-ecn.com/node/25982	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2066%20-%20EPISODE%20DEPRESSIF%20CARACTERISE%20ET%20TROUBLE%20DEPRESSIF%20RECURRENT.pdf	2025-04-08
Psychiatrie R2C	ITEM-R2C 066 - TROUBLE DE LA PERSONNALITÉ	https://www.s-ecn.com/node/25983	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2066%20-%20TROUBLE%20DE%20LA%20PERSONNALITE.pdf	2025-04-08
Psychiatrie R2C	ITEM-R2C 066 - TROUBLES ANXIEUX	https://www.s-ecn.com/node/25984	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2066%20-%20TROUBLES%20ANXIEUX.pdf	2025-04-08
Psychiatrie R2C	ITEM-R2C 067 - PRINCIPAUX TROUBLES DU NEURODEVELOPPEMENT	https://www.s-ecn.com/node/26432	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2067%20-%20PRINCIPAUX%20TROUBLES%20DU%20NEURODEVELOPPEMENT.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 068 - TROUBLE DU COMPORTEMENT DE L’ENFANT ET DE L’ADOLESCENT	https://www.s-ecn.com/node/25985	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2068%20-%20TROUBLE%20DU%20COMPORTEMENT%20DE%20LO%CC%82C%CC%A7O%CC%88ENFANT%20ET%20DE%20LO%CC%82C%CC%A7O%CC%88ADOLESCENT_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 069 - TROUBLES PSYCHIQUES DE LA GROSSESSE ET DU POST-PARTUM	https://www.s-ecn.com/node/26900	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2069%20-%20TROUBLES%20PSYCHIQUES%20DE%20LA%20GROSSESSE%20ET%20DU%20POST-PARTUM.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 070 - TROUBLES PSYCHIQUES DU SUJET ÂGÉ	https://www.s-ecn.com/node/26731	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2070%20-%20TROUBLES%20PSYCHIQUES%20DU%20SUJET%20A%E2%95%A0e%CC%81GE%E2%95%A0u%CC%88.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 071 - TROUBLES DES CONDUITES ALIMENTAIRES	https://www.s-ecn.com/node/26732	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2071%20-%20TROUBLES%20DES%20CONDUITES%20ALIMENTAIRES_3.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 072 - TROUBLES À SYMPTOMATOLOGIE SOMATIQUE ET APPARENTÉS	https://www.s-ecn.com/node/26306	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2072%20-%20TROUBLES%20A%E2%95%A0C%CC%A7%20SYMPTOMATOLOGIE%20SOMATIQUE%20ET%20APPARENTE%E2%95%A0u%CC%88S%20A%E2%95%A0C%CC%A7%20TOUS%20LES%20A%E2%95%A0e%CC%81GES.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 073 - PSYCHOTHÉRAPIE	https://www.s-ecn.com/node/25988	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2073%20-%20PSYCHOTHE%E2%95%A0u%CC%88RAPIE.pdf	2025-02-27
Psychiatrie R2C	ITEM-R2C 074 - PSYCHOTROPES	https://www.s-ecn.com/node/25989	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20074%20-%20PSYCHOTROPES.pdf	2025-04-08
Psychiatrie R2C	ITEM-R2C 075 - ADDICTION AU TABAC	https://www.s-ecn.com/node/26733	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2075%20-%20ADDICTION%20AU%20TABAC_V2_1.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 076 - ADDICTION ALCOOL	https://www.s-ecn.com/node/26561	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2076%20-%20ADDICTION%20ALCOOL_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 077 - ADDICTION AUX PSYCHOTROPES	https://www.s-ecn.com/node/26562	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2077%20-%20ADDICTION%20AUX%20PSYCHOTROPES_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 078 - ADDICTION AUX DROGUES	https://www.s-ecn.com/node/25991	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2078%20-%20ADDICTION%20AUX%20DROGUES.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 079 - ADDICTIONS COMPORTEMENTALES	https://www.s-ecn.com/node/26734	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2079%20-%20ADDICTIONS%20COMPORTEMENTALES_1.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 080 - DOPAGE	https://www.s-ecn.com/node/26546	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2080%20-%20DOPAGE_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 121 - HANDICAP MENTAL ET PSYCHIQUE	https://www.s-ecn.com/node/26563	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20121%20-%20HANDICAP%20MENTAL%20ET%20PSYCHIQUE_2.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 144 - DEUIL NORMAL ET PATHOLOGIQUE	https://www.s-ecn.com/node/26547	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20144%20-%20DEUIL%20NORMAL%20ET%20PATHOLOGIQUE_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 15 - SOINS PSYCHIATRIQUES SANS CONSENTEMENT	https://www.s-ecn.com/node/26558	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2015%20-%20SOINS%20PSYCHIATRIQUES%20SANS%20CONSENTEMENT.pdf	2024-07-31
Psychiatrie R2C	ITEM-R2C 351 - AGITATION ET DOULEUR AIGU	https://www.s-ecn.com/node/26564	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20351%20-%20AGITATION%20ET%20DOULEUR%20AIGU_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 352 - ATTAQUE DE PANIQUE	https://www.s-ecn.com/node/26548	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20352%20-%20ATTAQUE%20DE%20PANIQUE_0.pdf	2025-03-25
Psychiatrie R2C	ITEM-R2C 353 - RISQUE ET CONDUITE SUICIDAIRE	https://www.s-ecn.com/node/26555	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20353%20-%20RISQUE%20ET%20CONDUITE%20SUICIDAIRE_0.pdf	2025-03-25
Rhumato	Item 092 : Rachialgie (Cervicalgie - Dorsalgie - Lombalgie)	https://www.s-ecn.com/node/21310	https://www.s-ecn.com/sites/default/files/ITEM%2092-%20RACHIALGIE_V2.pdf	2018-12-10
Rhumato	Item 093 : Radiculalgie et syndrome canalaire	https://www.s-ecn.com/node/21311	https://www.s-ecn.com/sites/default/files/ITEM%2093%20-%20RADICULALGIE-SYNDROME%20CANALAIRE_RHUMATO_V2.pdf	2020-06-16
Rhumato	Item 114 : Rhumatisme psoriasique	https://www.s-ecn.com/node/21312	https://www.s-ecn.com/sites/default/files/ITEM%20114%20%E2%80%93%20RHUMATISME%20PSORIASIQUE_V2.pdf	2019-01-23
Rhumato	Item 124 : Ostéopathies fragilisantes	https://www.s-ecn.com/node/21313	https://www.s-ecn.com/sites/default/files/ITEM%20124%20-%20OSTEOPATHIE%20FRAGILISANTE_V3.pdf	2020-07-15
Rhumato	Item 125 : Arthrose	https://www.s-ecn.com/node/21314	https://www.s-ecn.com/sites/default/files/ITEM%20125%20-%20ARTHROSE_V3.pdf	2020-07-17
Rhumato	Item 153 : Infections ostéo-articulaires	https://www.s-ecn.com/node/21315	https://www.s-ecn.com/sites/default/files/ITEM%20153%C2%A0-%20INFECTION%20OSTEOARTICULAIRE_V2.pdf	2019-01-24
Rhumato	Item 192 : Polyarthrite rhumatoïde	https://www.s-ecn.com/node/21316	https://www.s-ecn.com/sites/default/files/ITEM%20192%20-%20POLYARTHRITE%20RHUMATOIDE_V3_0.pdf	2020-06-16
Rhumato	Item 193 : Spondyloarthrite ankylosante	https://www.s-ecn.com/node/21317	https://www.s-ecn.com/sites/default/files/ITEM%20193%20-%20SPONDYLARTHROPATHIE_V3.pdf	2020-07-15
Rhumato	Item 194 : Arthropathie microcristalline	https://www.s-ecn.com/node/21318	https://www.s-ecn.com/sites/default/files/ITEM%20194%20-%20ARTHROPATHIE%20MICROCRISTALLINE_V3_0.pdf	2020-06-04
Rhumato	Item 195 : Syndrome douloureux régional complexe	https://www.s-ecn.com/node/21319	https://www.s-ecn.com/sites/default/files/ITEM%20195%20-%20ALGODYSTROPHIE_V3.pdf	2020-06-04
Rhumato	Item 196 : Douleur et épanchement articulaire - Arthrite d'évolution récente	https://www.s-ecn.com/node/21320	https://www.s-ecn.com/sites/default/files/ITEM%20196%20-%20ARTHRALGIE-ARTHRITE_V3.pdf	2020-07-15
Rhumato	Item 304 : Tumeurs des os primitives et secondaires	https://www.s-ecn.com/node/21321	https://www.s-ecn.com/sites/default/files/ITEM%20304%20-%20TUMEUR%20OSSEUSE_V3.pdf	2020-07-15
Rhumato	Item 357 : Lésions péri-articulaires et ligamentaires du genou, de la cheville et de l'épaule	https://www.s-ecn.com/node/21322	https://www.s-ecn.com/sites/default/files/ITEM%20357%C2%A0-%20TENDINOPATHIE-BURSOPATHIE_V2.pdf	2019-01-23
Rhumato R2C	ITEM-R2C 054 - BOITERIE DE L’ENFANT	https://www.s-ecn.com/node/26861	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2054%20-%20BOITERIE%20DE%20L%20ENFANT.pdf	2025-02-13
Rhumato R2C	ITEM-R2C 117 (ex-114) - RHUMATISME PSORIASIQUE	https://www.s-ecn.com/node/26701	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20117%20(ex-114)%20-%20RHUMATISME%20PSORIASIQUE_1.pdf	2025-03-11
Rhumato R2C	ITEM-R2C 128 (ex-124) - OSTÉOPATHIE FRAGILISANTE	https://www.s-ecn.com/node/26702	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20128%20(ex-124)%20-%20OSTE%C3%ACOPATHIE%20FRAGILISANTE.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 129 - ARTHROSE	https://www.s-ecn.com/node/26717	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20129%20(ex-125)%20-%20ARTHROSE_1.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 134 - BASES NEUROPHYSIOLOGIQUES - MÉCANISMES PHYSIOPATHOLOGIQUES D UNE DOULEUR AIGUË OU CHRONIQUE	https://www.s-ecn.com/node/26703	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20134%20-%20BASES%20NEUROPHYSIOLOGIQUES%20-%20Rhumato.pdf	2025-02-13
Rhumato R2C	ITEM-R2C 135 - THÉRAPEUTIQUES ANTALGIQUES MÉDICAMENTEUSES ET NON MÉDICAMENTEUSES	https://www.s-ecn.com/node/26718	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20135%20-%20THE%C3%ACRAPEUTIQUES%20ANTALGIQUES%20ME%C3%ACDICAMENTEUSES%20ET%20NON%20ME%C3%ACDICAMENTEUSES%20-V2%2018.27.00.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 156 - INFECTION OSTEO-ARTICULAIRE	https://www.s-ecn.com/node/26865	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20156%20-%20INFECTION%20OSTE%C3%ACO-ARTICULAIRE.pdf	2025-02-13
Rhumato R2C	ITEM-R2C 185 - RÉACTION INFLAMMATOIRE	https://www.s-ecn.com/node/26705	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20185%20(ex-181)%20-%20RE%C3%ACACTION%20INFLAMMATOIRE_0.pdf	2025-03-11
Rhumato R2C	ITEM-R2C 192 - PATHOLOGIE AUTO-IMMUNE	https://www.s-ecn.com/node/26719	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20192%20(ex-188)%20-%20PATHOLOGIE%20AUTO-IMMUNE_1.pdf	2025-03-11
Rhumato R2C	ITEM-R2C 193 - VASCULARITES SYSTÉMIQUES	https://www.s-ecn.com/node/26706	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20193%20-%20VASCULARITES%20SYSTE%C4%9BMIQUES%20-V2.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 194 - LUPUS ÉRYTHÉMATEUX DISSÉMINÉ	https://www.s-ecn.com/node/26720	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20194%20-%20LUPUS%20E%C4%9BRYTHE%C4%9BMATEUX%20DISSE%C4%9BMINE%C4%9B%20-V2.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 195 (ex-item 191) - ARTÉRITE À CELLULES GÉANTES	https://www.s-ecn.com/node/26707	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20195%20(ex-item%20191)%20-%20ARTE%C4%9BRITE%20A%C4%9A%20CELLULES%20GE%C4%9BANTES%20(1).pdf	2024-12-13
Rhumato R2C	ITEM-R2C 196 - POLYARTHRITE RHUMATOÏDE	https://www.s-ecn.com/node/26721	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20196%20(ex-192)%20-%20POLYARTHRITE%20RHUMATOI%CC%88DE.pdf	2025-03-11
Rhumato R2C	ITEM-R2C 197 - SPONDYLOARTHRITE	https://www.s-ecn.com/node/26722	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20197%20(ex-193)%20-%20SPONDYLOARTHRITE_0.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 198 (ex-194) - ARTHROPATHIE MICROCRISTALLINE	https://www.s-ecn.com/node/26708	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20198%20(ex-194)%20-%20ARTHROPATHIE%20MICROCRISTALLINE_0.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 199 - SYNDROME DOULOUREUX REGIONAL COMPLEXE	https://www.s-ecn.com/node/26709	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20199%20-%20SYNDROME%20DOULOUREUX%20REGIONAL%20COMPLEXE-V2_0.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 200 (ex-196) - DOULEUR ET EPANCHEMENT ARTICULAIRE - ARTHRITE	https://www.s-ecn.com/node/26710	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20200%20(ex-196)%20-%20DOULEUR%20ET%20EPANCHEMENT%20ARTICULAIRE%20-%20ARTHRITE_0.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 202 - BIOTHERAPIE	https://www.s-ecn.com/node/26711	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20202%20-%20BIOTHERAPIE_V3.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 211 - SARCOÏDOSE	https://www.s-ecn.com/node/26712	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20211%20-%20SARCO%C3%8FDOSE_V2_0.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 219 - PATHOLOGIES DU FER	https://www.s-ecn.com/node/26713	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20219%20-%20PATHOLOGIES%20DU%20FER-V3_1.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 268 - HYPERCALCÉMIE	https://www.s-ecn.com/node/26714	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20268%20(ex-266)%20-%20HYPERCALCE%C4%9BMIE.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 307 - TUMEURS DES OS PRIMITIVES ET SECONDAIRES	https://www.s-ecn.com/node/26723	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20307%20-%20TUMEURS%20DES%20OS%20PRIMITIVES%20ET%20SECONDAIRES.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 320 - MYÉLOME MULTIPLE	https://www.s-ecn.com/node/26715	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20320%20-%20MYE%C4%9BLOME%20MULTIPLE%20-V2.pdf	2024-12-13
Rhumato R2C	ITEM-R2C 330 - ANTI-INFLAMMATOIRES NON STÉROÏDIENS	https://www.s-ecn.com/node/26724	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20330%20-%20ANTI-INFLAMMATOIRES%20NON%20ST%C3%89RO%C3%8FDIENS-V2_0.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 330 - GLUCOCORTICOIDES	https://www.s-ecn.com/node/26725	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20330%20-%20GLUCOCORTICOIDES-V2_0.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 361 - TENDINOPATHIE – BURSOPATHIE - ENTHÉSOPATHIE	https://www.s-ecn.com/node/26726	https://www.s-ecn.com/sites/default/files/ITEM-R2C%20361%20-%20TENDINOPATHIE%20%E2%80%93%20BURSOPATHIE%20-%20ENTHE%C3%ACSOPATHIE.pdf	2024-12-20
Rhumato R2C	ITEM-R2C 93 - COMPRESSION MÉDULLAIRE NON TRAUMATIQUE	https://www.s-ecn.com/node/26862	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2093%20-%20COMPRESSION%20ME%CC%81DULLAIRE%20NON%20TRAUMATIQUE%20relue%20VM.pdf	2025-03-11
Rhumato R2C	ITEM-R2C 94 - RACHIALGIE	https://www.s-ecn.com/node/26863	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2094%20-%20RACHIALGIE_V2_1.pdf	2025-05-07
Rhumato R2C	ITEM-R2C 95 - RADICULALGIE – SYNDROME CANALAIRE	https://www.s-ecn.com/node/26864	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2095%20-%20RADICULALGIE%20%E2%80%93%20SYNDROME%20CANALAIRE.pdf	2025-02-13
Santé pub	Item 001 : La relation médecin-malade	https://www.s-ecn.com/node/21421	https://www.s-ecn.com/sites/default/files/ITEM%201%C2%A0-%20RELATION%20MEDECIN-MALADE_0.pdf	2018-01-17
Santé pub	Item 002 : Les valeurs professionnelles du médecin et des autres professions de santé	https://www.s-ecn.com/node/21422	https://www.s-ecn.com/sites/default/files/ITEM%202%20-%20VALEURS%20PROFESSIONNELLES_V2_0.pdf	2020-06-04
Santé pub	Item 003 : Le raisonnement et la décision en médecine	https://www.s-ecn.com/node/21423	https://www.s-ecn.com/sites/default/files/ITEM%203%20-%20RAISONNEMENT-DECISION_V2.pdf	2020-04-17
Santé pub	Item 004 : Sécurité du patient, gestion des risques, évènements indésirables	https://www.s-ecn.com/node/21424	https://www.s-ecn.com/sites/default/files/ITEM%204%20-%20SECURITE-RISQUE-EVENEMENTS%20INDESIRABLES_V2.pdf	2020-06-04
Santé pub	Item 005 : Gestion des erreurs et des plaintes	https://www.s-ecn.com/node/21425	https://www.s-ecn.com/sites/default/files/ITEM%205%20-%20GESTION%20ERREUR-PLAINTE_V2.pdf	2020-02-28
Santé pub	Item 006 : Sécurisation du parcours du patient	https://www.s-ecn.com/node/21426	https://www.s-ecn.com/sites/default/files/ITEM%206%C2%A0-%20SECURISATION%20PARCOURS%20PATIENT_V2.pdf	2020-04-20
Santé pub	Item 013 : Démarche d'assurance qualité - Evaluation des pratiques professionnelles	https://www.s-ecn.com/node/21427	https://www.s-ecn.com/sites/default/files/ITEM%2013%20-%20ASSSURANCE%20QUALITE-EVALUATION_V2.pdf	2020-06-22
Santé pub	Item 014 : Formation médicale - Lecture critique d'un article médical - Liens et conflits d'intérêt	https://www.s-ecn.com/node/21428	https://www.s-ecn.com/sites/default/files/ITEM%2014%20-%20FORMATION%20MEDICALE_V2_0.pdf	2020-06-22
Santé pub	Item 015 : Organisation du système de soins	https://www.s-ecn.com/node/21429	https://www.s-ecn.com/sites/default/files/ITEM%2015%20-%20ORGANISATION%20DU%20SYSTEME%20DE%20SOINS_V2_0.pdf	2020-06-22
Santé pub	Item 016 : Sécurité sociale - Consommation médicale - Protection sociale	https://www.s-ecn.com/node/21430	https://www.s-ecn.com/sites/default/files/ITEM%2016%20-%20PROTECTION%20SOCIALE_V2_0.pdf	2020-04-14
Santé pub	Item 017 : Le système conventionnel	https://www.s-ecn.com/node/21431	https://www.s-ecn.com/sites/default/files/ITEM%2017%20-%20SYSTEME%20CONVENTIONNEL_V2.pdf	2020-04-27
Santé pub	Item 018 : Méthodologie de la recherche expérimentale et clinique	https://www.s-ecn.com/node/21432	https://www.s-ecn.com/sites/default/files/ITEM%2018%20-%20REGLEMENTATION%20RECHERCHE%20CLINIQUE_V2_0.pdf	2020-06-04
Santé pub	Item 019 : Mesure de l'état de santé de la population	https://www.s-ecn.com/node/21433	https://www.s-ecn.com/sites/default/files/ITEM%2019%20-%20MESURE%20ETAT%20DE%20SANTE_V2.pdf	2020-06-19
Santé pub	Item 020 : Interprétation d'une enquête épidémiologique	https://www.s-ecn.com/node/21434	https://www.s-ecn.com/sites/default/files/ITEM%2020%20-%20INTERPRETATION%20ENQUETE%20EPIDEMIO_V2_0.pdf	2020-06-04
Santé pub	Item 057 : Sujets en situation de précarité	https://www.s-ecn.com/node/21435	https://www.s-ecn.com/sites/default/files/ITEM%2057%20-%20SITUATION%20DE%20PRECARITE_V2.pdf	2020-06-04
Santé pub	Item 142 : Surveillance des maladies infectieuses transmissibles	https://www.s-ecn.com/node/21436	https://www.s-ecn.com/sites/default/files/ITEM%20142%20-%20SURVEILLANCE%20MALADIE%20INFECTIEUSE_V3_0.pdf	2020-06-16
Santé pub	Item 175 : Risques sanitaires liés à l'eau et à l'alimentation - Toxi-infections alimentaires	https://www.s-ecn.com/node/21437	https://www.s-ecn.com/sites/default/files/ITEM%20175%20-%20RISQUE%20EAU-ALIMENTATION-TIAC_V2_0.pdf	2020-06-04
Santé pub	Item 177 : Sécurité sanitaire des produits destinés à l’homme - Veille sanitaire	https://www.s-ecn.com/node/21438	https://www.s-ecn.com/sites/default/files/ITEM%20177%20-%20SECURITE%20SANITAIRE-VEILLE%20SANITAIRE_V2.pdf	2020-04-20
Santé pub	ITEM 320 : Analyse critique, recherche clinique et niveaux de preuve	https://www.s-ecn.com/node/25859	https://www.s-ecn.com/sites/default/files/ITEM%20320%20-%20ANALYSE%20CRITIQUE%20RECHERCHE%20CLINIQUE%20ET%20NIVEAUX%20DE%20PREUVE_V1_0.pdf	2020-06-04
Santé pub R2C	ITEM-R2C 001 - RELATION MÉDECIN-MALADE	https://www.s-ecn.com/node/26046	https://www.s-ecn.com/sites/default/files/ITEM-R2C%201%20-%20RELATION%20M%C3%89DECIN-MALADE%20-V2.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 002 - VALEURS PROFESSIONNELLES	https://www.s-ecn.com/node/26047	https://www.s-ecn.com/sites/default/files/ITEM-R2C%202%20-%20VALEURS%20PROFESSIONNELLES%20-V2.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 003 - RAISONNEMENT ET DÉCISION EN MÉDECINE	https://www.s-ecn.com/node/26048	https://www.s-ecn.com/sites/default/files/ITEM-R2C%203%20-%20RAISONNEMENT%20ET%20D%C3%89CISION%20EN%20M%C3%89DECINE%20-V2.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 004 - SÉCURITE DU PATIENT, GESTION DES RISQUES, ÉVÉNEMENTS INDÉSIRABLES	https://www.s-ecn.com/node/26049	https://www.s-ecn.com/sites/default/files/ITEM-R2C%204%20-%20QUALIT%C3%89%20ET%20S%C3%89CURIT%C3%89%20DES%20SOINS%20-%20S%C3%89CURIT%C3%89%20DU%20PATIENT%20-GESTION%20DES%20RISQUES.pdf	2023-02-06
Santé pub R2C	ITEM-R2C 005 - RESPONSABILITÉ MÉDICALE - GESTION DES ERREURS ET DES PLAINTES	https://www.s-ecn.com/node/26165	https://www.s-ecn.com/sites/default/files/ITEM-R2C%205%20-%20RESPONSABILIT%C3%89%20M%C3%89DICALE%20-%20GESTION%20DES%20ERREURS%20ET%20DES%20PLAINTES%20-V2.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 006 - SÉCURISATION DU PARCOURS DU PATIENT	https://www.s-ecn.com/node/26050	https://www.s-ecn.com/sites/default/files/ITEM-R2C%206%20-%20S%C3%89CURISATION%20DU%20PARCOURS%20DU%20PATIENT%20-V2.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 008 - DISCRIMINATIONS ET SANTÉ	https://www.s-ecn.com/node/26455	https://www.s-ecn.com/sites/default/files/ITEM-R2C%208%20-%20DISCRIMINATIONS%20ET%20SANT%C3%89.pdf	2022-12-07
Santé pub R2C	ITEM-R2C 016 - ORGANISATION DU SYSTÈME DE SOINS	https://www.s-ecn.com/node/26051	https://www.s-ecn.com/sites/default/files/ITEM-R2C%2016%20-%20ORGANISATION%20DU%20SYST%C3%88ME%20DE%20SOINS%20-V2.pdf	2022-12-12
